Student ID,Sex,Campus Name,Major,Student Status,Admission Year,Graduate Year,Expected Graduate Year,Secondary School GPA,GAT Scores,AAT Score,School Name,Student GPA,Last Semester GPA,Math Score,CS Score,English Score,Admission Score,Grade
102315,Male,Main Campus,CNET,regular,2019,2023,2022,60.91,,97,School A,2.07,1.7,48,35,48,62,C
102316,Female,North Campus,CNET,regular,2018,2021,2022,68.94,55,84,School A,3.95,3.72,87,99,87,89,B
102317,Male,North Campus,CNET,discontinuous,2020,2026,2023,71.88,77,99,School B,4.48,4,98,74,99,94,A
102318,Male,Main Campus,CS,graduate,2019,2022,2024,91.93,82,94,School B,4.74,4,73,99,73,96,A
102319,Male,North Campus,CNET,discontinuous,2018,2022,2022,80.58,60,85,School D,3.53,3.44,52,54,52,68,B
102320,Male,West Campus,CS,discontinuous,2017,2021,2021,64.67,55,50,School A,4.65,4,86,91,86,,A
102321,Female,West Campus,CNET,discontinuous,2016,2022,2021,93.11,97,,School A,2.59,2.8,62,35,62,47,C
102322,Female,Main Campus,CNET,regular,2015,2018,2020,78.77,51,94,School D,4.67,4,98,63,99,90,A
102323,Female,West Campus,CNET,graduate,2022,2028,2026,92.88,81,75,School A,2.33,2.14,73,38,73,52,
102324,Male,Main Campus,CS,discontinuous,2016,2022,2019,70.41,92,97,School C,3.9,4,64,98,64,88,B
102325,Male,West Campus,CS,graduate,2016,2022,2020,75.56,73,72,School B,3.98,4,49,65,49,77,B
102326,Female,West Campus,CS,graduate,2018,2023,2023,,68,50,School D,3.56,3.88,71,47,71,73,B
102327,Male,West Campus,CS,regular,2017,2020,2020,90.19,99,65,School B,4.66,4,98,96,99,95,A
102328,Male,West Campus,IT,discontinuous,2017,2021,2021,80.6,64,82,School C,3.98,4,98,67,98,76,B
102329,Female,North Campus,CNET,graduate,2015,2019,2019,77.28,75,93,School C,2.69,2.24,45,77,45,52,C
102330,Female,Main Campus,CNET,graduate,2018,2021,2021,76.54,78,75,School C,2.33,2.09,86,35,86,57,C
102331,Female,West Campus,CNET,graduate,2021,2026,2026,61.07,77,63,School C,4.07,3.63,98,92,99,88,A
102332,Female,North Campus,CS,regular,2015,2019,2020,60.82,98,71,School B,2.37,2.47,36,55,36,64,C
102333,Male,West Campus,CS,discontinuous,2020,2026,2023,91.51,54,64,School C,4.44,4,81,62,81,92,A
102334,Male,North Campus,CS,regular,2015,2021,2021,86.66,79,88,School A,2.55,2.16,67,41,67,52,C
102335,Female,Main Campus,IT,discontinuous,2019,2024,2023,95.78,87,65,School C,1.69,1.57,35,35,,41,D
102336,Male,Main Campus,IT,discontinuous,2018,2024,2024,99.18,70,90,School A,3.28,3.24,68,91,68,74,B
102337,Female,Main Campus,CNET,regular,2019,2024,2023,77.48,79,94,School C,4.58,4,98,99,98,99,A
102338,Female,North Campus,IT,regular,2022,2025,2027,88.79,51,72,School A,4.05,3.67,66,63,66,83,A
102339,Male,North Campus,CNET,graduate,2020,2024,2024,62.21,64,91,School A,4.08,4,62,68,62,86,A
102340,Female,Main Campus,CNET,regular,2018,2023,2021,83.41,90,84,School C,2.81,3.06,49,91,49,63,C
102341,Male,West Campus,CS,graduate,2017,2020,2021,74.74,78,83,School B,2.32,1.89,68,66,68,55,C
102342,Male,North Campus,CNET,regular,2016,2022,2021,93.67,51,71,School C,4.78,4,98,96,99,124,A
102343,Male,Main Campus,CS,regular,2017,2022,2023,87.8,84,80,School D,4.02,3.87,86,59,86,81,A
102344,Male,Main Campus,IT,discontinuous,2015,2018,2020,87.63,61,86,School C,4.09,4,54,99,54,76,A
102345,Female,West Campus,CNET,discontinuous,2016,2020,2019,66.79,65,67,School C,4.05,4,92,66,92,85,A
102346,Male,Main Campus,CNET,discontinuous,2015,2021,2018,64.23,55,95,School A,4.4,4,98,82,99,90,A
102347,Female,Main Campus,CS,discontinuous,2016,2022,2020,81.19,77,89,School C,3.74,3.6,98,68,99,85,B
102348,Female,West Campus,CS,graduate,,2024,2024,62.43,52,63,School B,2.65,2.74,83,56,83,54,C
102349,Female,Main Campus,CS,discontinuous,2020,2024,2023,72.82,83,69,School A,2.46,1.97,52,48,52,61,C
102350,Female,Main Campus,IT,graduate,2019,2022,2022,72.53,56,56,School D,3.42,3.56,95,90,95,72,B
102351,Male,West Campus,CNET,graduate,2020,2026,2026,89.79,91,50,School D,4.54,4,98,99,99,99,A
102352,Male,West Campus,CNET,regular,2018,2022,2023,79.37,96,57,School B,3.86,3.97,98,98,99,88,B
102353,Female,North Campus,CS,regular,2018,2024,2022,88.08,91,51,School B,0.5,0.87,35,36,35,58,E
102354,Female,West Campus,CNET,graduate,2020,2023,2026,97.12,88,88,School C,4.07,4,74,73,74,81,A
102355,Male,West Campus,CS,regular,2021,2025,2025,78.01,65,96,School C,4.44,4,74,76,74,97,A
102356,Female,Main Campus,CS,graduate,2022,2027,2027,77.04,57,54,School B,4.66,4,71,79,71,91,A
102357,Male,West Campus,CS,discontinuous,2018,2022,2024,72.01,68,65,School D,3.89,3.46,71,99,71,89,B
102358,Female,Main Campus,CNET,discontinuous,2018,2022,2023,98.32,85,88,School A,4.69,4,80,68,80,94,A
102359,Male,West Campus,IT,regular,2016,2021,2019,78.24,64,54,,4.37,4,73,99,73,96,A
102360,Female,North Campus,CNET,graduate,2016,2019,2021,64.74,62,62,School C,2.18,1.69,54,85,54,64,C
102361,Female,Main Campus,IT,regular,2019,2022,2025,66.18,85,,School D,2.62,2.54,43,48,43,56,C
102362,Male,West Campus,CS,regular,2020,2026,2026,91.48,60,89,School D,4.5,4,62,62,62,63,A
102363,Female,North Campus,IT,regular,2018,2024,2021,89.3,97,70,School D,3.8,3.79,62,69,62,75,B
102364,Female,North Campus,IT,discontinuous,2022,2028,2025,95.8,57,69,School C,4.15,4,91,73,91,76,A
102365,Male,Main Campus,CNET,graduate,2015,2018,2020,66.71,60,69,School D,4.44,3.98,98,99,99,99,A
102366,Female,Main Campus,CNET,graduate,2015,2019,2021,85.77,50,91,School A,3.25,2.87,65,79,65,65,B
102367,,West Campus,CNET,regular,2016,2019,2021,90.82,88,92,School C,2.18,2.24,71,89,71,64,C
102368,Male,North Campus,IT,discontinuous,2015,2018,2019,68.14,54,90,School B,2.35,2.19,53,69,53,52,C
102369,Female,West Campus,CS,graduate,2021,2027,2026,89.05,74,97,School D,2.44,2.67,35,67,35,51,C
102370,Female,North Campus,IT,discontinuous,2017,2022,2023,60.37,97,60,School A,3.18,3.33,86,66,86,72,B
102371,Female,Main Campus,CNET,regular,2015,2021,2021,71.22,79,77,School D,2.69,3.04,42,35,42,48,C
102372,Female,West Campus,CNET,graduate,2020,2024,2025,98.64,57,55,School B,4.5,4,92,73,92,90,A
102373,Female,Main Campus,CS,regular,2016,2022,2019,63.84,65,,School B,2.66,2.59,85,67,85,56,C
102374,Female,West Campus,IT,graduate,2017,2023,2020,93.77,55,100,School B,4.4,4,98,99,99,124,A
102375,Female,Main Campus,IT,regular,2017,2021,2021,97.68,65,58,School A,2.34,2.12,63,68,63,53,C
102376,Male,North Campus,CNET,regular,2015,2021,2021,79.79,87,68,School C,4.5,4,68,99,68,91,A
102377,,North Campus,CS,graduate,2015,2020,2021,71.34,85,86,School D,4.08,4,58,77,58,78,A
102378,Male,North Campus,CNET,graduate,2022,2027,2027,87.77,71,75,School A,3.38,3.33,60,93,60,69,B
102379,Female,West Campus,IT,graduate,2021,2024,2024,64.55,86,83,School A,1.82,2.12,55,45,55,35,D
102380,Female,North Campus,CS,graduate,2020,2024,2026,64.02,79,78,School A,3.93,4,79,80,79,86,B
102381,Male,North Campus,IT,regular,2019,2022,2025,99.26,80,74,School C,3.48,3.84,81,54,81,71,B
102382,Female,Main Campus,CS,regular,2021,2026,2024,79.6,100,82,School A,4.62,4,85,99,85,99,A
102383,Female,North Campus,IT,graduate,2020,2024,2023,83.8,54,55,School B,3.7,3.63,66,99,66,85,B
102384,Male,North Campus,CS,discontinuous,2019,2025,2023,60.01,88,80,School A,1.25,1.07,61,52,61,35,D
102385,Female,Main Campus,IT,discontinuous,2021,2027,2026,92.07,93,69,School D,4.55,4,98,99,99,108,A
102386,Female,West Campus,IT,regular,2021,2024,2027,79.46,62,96,School C,4.01,3.88,88,66,88,87,A
102387,Female,West Campus,CNET,discontinuous,2021,2024,2026,98.77,94,79,School C,2.06,2.16,35,54,35,50,C
102388,Male,North Campus,CNET,graduate,2019,2024,2024,68.96,52,60,School B,4.65,4,80,75,80,95,A
102389,Female,North Campus,CNET,discontinuous,2019,2023,2025,94.85,57,62,School A,3.97,4,98,68,99,88,B
102390,Female,West Campus,CS,regular,2017,2023,2021,75.59,72,55,School A,3.32,3.19,65,64,65,74,B
102391,Female,North Campus,CNET,discontinuous,2017,2022,2020,60.56,75,51,School C,2.26,1.93,57,50,57,60,C
102392,Female,Main Campus,CS,regular,2018,2023,2023,68.91,83,62,School B,4.6,4,88,90,88,99,A
102393,Male,Main Campus,IT,regular,2020,2024,2023,68.45,69,97,School B,4.31,3.95,98,99,99,98,A
102394,Male,North Campus,IT,discontinuous,2020,2024,2024,97.98,83,68,School C,3.73,4,56,53,56,77,B
102395,Female,West Campus,CNET,graduate,2022,2028,2028,95.43,72,85,School D,2.66,2.51,60,75,60,51,C
102396,Female,West Campus,CS,discontinuous,2018,2024,2021,78.48,63,97,School D,4.46,4,94,79,94,93,A
102397,Male,Main Campus,CNET,discontinuous,2021,2026,2026,94.36,97,83,School D,2.31,1.84,76,35,76,57,C
102398,Male,West Campus,CS,graduate,2021,2026,2025,86.02,57,50,School B,1.21,1.36,70,35,70,41,D
102399,Female,West Campus,IT,discontinuous,2015,2018,2018,61.35,72,94,School B,3.92,4,80,99,80,78,B
102400,Male,North Campus,CNET,discontinuous,2015,2020,2019,74.44,61,93,School D,3.73,3.57,58,98,58,87,B
102401,Female,North Campus,IT,graduate,2021,2026,2025,99.68,87,60,School C,3.18,2.75,70,55,70,68,B
102402,Male,Main Campus,CS,discontinuous,2017,2022,2023,90.03,69,75,School A,3.96,3.87,82,99,82,80,B
102403,Male,West Campus,IT,discontinuous,2021,2026,2025,,89,63,School D,2.42,2.23,60,78,60,50,C
102404,Male,North Campus,IT,discontinuous,2021,2025,2027,61.65,80,56,School A,2.9,3.08,35,35,35,53,C
102405,Male,Main Campus,CS,discontinuous,2015,2019,2018,68.66,81,78,School B,,1.5,35,35,35,36,D
102406,Female,North Campus,CNET,regular,2015,2020,2019,83.66,97,94,School B,1.39,1.25,46,62,46,44,D
102407,Male,Main Campus,CS,discontinuous,2017,2022,2023,80.17,90,90,School C,3.95,3.67,66,99,66,84,B
102408,Male,Main Campus,CS,graduate,2022,2026,2027,91.8,63,89,School C,2.17,2.66,67,35,67,46,C
102409,Female,West Campus,CS,regular,2022,2026,2026,,61,72,School D,2.79,2.74,51,,51,56,C
102410,Male,West Campus,CNET,regular,2017,2022,2020,84.62,50,85,School B,3.34,3.53,64,95,64,73,B
102411,Male,West Campus,CS,regular,2017,2023,2022,87.47,82,59,School A,1.19,0.83,43,63,43,35,D
102412,Female,West Campus,IT,regular,2022,2025,2026,72.86,95,74,School C,4.1,4,59,83,59,88,A
,Male,West Campus,IT,regular,2022,2027,2026,89.66,62,58,School D,4.32,3.85,98,77,99,92,A
102414,Female,West Campus,CS,discontinuous,2019,2022,2025,64.64,94,78,School A,2.88,2.89,60,35,60,52,C
102415,Female,North Campus,CS,regular,2016,2022,2019,77.84,77,80,School D,1.87,2.33,35,66,35,40,D
102416,Female,Main Campus,IT,graduate,2020,2026,2024,76.67,64,76,School B,3.99,3.87,94,92,94,79,B
102417,Female,Main Campus,CS,graduate,2018,2021,2024,70.67,86,52,School C,2.1,1.64,84,69,84,57,C
102418,Male,Main Campus,IT,discontinuous,2019,2022,2025,73.69,51,84,School A,2.19,1.72,76,73,76,57,C
102419,Female,North Campus,IT,discontinuous,2016,2021,2022,62.1,79,72,School D,2.25,2.14,44,76,44,60,C
102420,Male,North Campus,CNET,graduate,2020,2023,2025,92.7,51,51,School A,1.24,0.9,44,58,44,41,D
102421,Male,North Campus,CS,graduate,2019,2025,2022,71.52,88,88,School A,3.95,3.47,89,89,89,78,B
102422,Male,West Campus,CS,regular,2015,2018,2019,89.42,78,60,School D,2.85,3.11,85,42,85,61,C
102423,Male,North Campus,CNET,graduate,2018,2023,2023,90.47,63,57,School D,2.4,2.36,73,89,73,60,C
102424,Male,North Campus,CS,discontinuous,2021,2026,2027,85.13,67,74,School C,3.4,3.19,88,52,88,70,B
102425,Male,West Campus,CNET,discontinuous,2022,2025,2027,64.38,59,78,School D,4.04,4,98,62,98,89,A
102426,Male,Main Campus,CNET,regular,2019,2024,2024,69.37,76,54,School D,4.74,4,78,99,78,98,A
102427,Male,Main Campus,CS,discontinuous,2017,2022,2020,62.11,62,84,School C,4.32,4,63,99,63,,A
102428,Male,West Campus,CS,regular,2020,2026,2025,66.51,72,98,School D,4.5,4,98,66,99,95,A
102429,Male,West Campus,IT,discontinuous,2022,2028,2025,61.46,78,64,School B,4.5,4,35,35,35,36,A
102430,Female,Main Campus,IT,graduate,2018,2022,2022,67.8,57,89,School A,4.11,4,67,99,67,89,A
102431,Female,Main Campus,IT,regular,2019,2023,2025,93,100,94,School A,3.56,3.89,47,68,47,72,B
102432,Female,Main Campus,CS,discontinuous,2016,2021,2020,86.75,65,78,School D,2.63,3.11,41,59,41,63,C
102433,Male,North Campus,CNET,graduate,2019,2025,2022,84.48,62,68,School B,2.22,2.01,68,44,68,60,C
102434,Female,West Campus,IT,discontinuous,2018,2021,2023,91.29,87,67,School C,3.3,3.76,69,46,69,69,B
102435,Female,West Campus,CNET,graduate,2019,2022,2024,76.79,54,88,School C,2.03,1.92,64,39,64,63,C
102436,Female,West Campus,IT,graduate,2015,2020,2018,97.88,55,95,School C,3.39,3.28,78,84,78,68,B
102437,Male,Main Campus,CS,graduate,2015,2021,2019,92.32,99,57,School B,3.98,3.82,94,99,94,75,B
102438,Male,Main Campus,CNET,discontinuous,2020,2026,2025,93.68,89,64,School D,4.03,4,56,90,56,75,A
102439,Male,Main Campus,CS,regular,2016,2021,2019,60.37,96,79,School B,2.84,2.49,35,66,35,57,C
102440,Male,North Campus,CS,graduate,2017,2020,2020,65.61,87,95,School B,1.69,1.74,35,66,35,37,D
102441,Female,North Campus,CNET,regular,2022,2025,2028,92.6,95,61,School B,4.46,4,98,73,99,92,A
102442,Female,West Campus,CS,regular,2017,2020,2020,84.15,98,83,School C,3.12,3.38,63,48,63,66,B
102443,Female,North Campus,CS,discontinuous,2017,2023,2020,82.45,75,61,School B,3.51,3.84,54,77,54,65,B
102444,Female,Main Campus,IT,,2015,2020,2019,71.56,56,88,School D,3.8,3.74,93,63,93,77,B
102445,Male,North Campus,IT,regular,2017,2023,2021,61.84,80,64,School A,1.16,0.96,69,35,69,41,D
102446,Male,Main Campus,IT,regular,2017,2023,2021,76.25,51,97,School C,1.21,0.97,35,60,35,,D
102447,Male,North Campus,CS,regular,2017,2020,2023,74.74,52,64,School D,4.55,4,75,99,75,95,A
102448,Female,West Campus,CNET,discontinuous,2021,2026,2025,80.49,53,65,School A,2.11,1.67,37,38,37,48,C
102449,Male,West Campus,CS,graduate,2017,2022,2021,77.45,97,80,School B,4.17,4,71,63,71,86,A
102450,Male,North Campus,CNET,discontinuous,2015,2021,2018,72.85,72,72,School A,1.97,1.74,35,35,35,40,D
102451,Female,North Campus,CS,discontinuous,2016,2021,2020,61.53,67,86,School A,1.97,2.44,35,39,35,44,D
102452,Female,North Campus,CNET,graduate,2015,2018,2018,93.91,70,91,School D,2.04,2.1,91,49,91,64,C
102453,Male,Main Campus,IT,regular,2016,2019,2021,67.24,55,77,School D,2.85,2.7,46,60,46,55,C
102454,Male,North Campus,CNET,graduate,2019,2022,2025,62.5,91,68,School D,4.8,4,89,91,89,94,A
102455,Male,Main Campus,CS,discontinuous,2021,2026,2025,87.63,58,52,School D,4.77,4,69,99,69,97,A
102456,Male,Main Campus,IT,graduate,2015,2018,2019,60.5,69,67,School B,4.04,3.98,86,74,86,76,A
102457,Male,Main Campus,CNET,regular,2016,2021,2021,96.67,99,71,School B,4.05,4,98,99,99,85,A
102458,Male,Main Campus,IT,discontinuous,2019,2022,2022,95.94,93,77,School A,4.36,4,98,79,99,98,A
102459,Female,North Campus,IT,regular,2020,2026,2024,68.17,72,71,School D,4.74,4,73,96,73,90,A
102460,Female,North Campus,CS,graduate,2019,2025,2023,83.16,93,62,School D,3.73,4,55,74,55,75,B
102461,Female,Main Campus,CS,graduate,2016,2022,2019,80.21,91,83,School D,3.19,3.57,53,58,53,66,B
102462,Male,Main Campus,CNET,discontinuous,2022,2027,2027,76.54,68,52,School D,2.89,3.01,72,35,72,49,C
102463,Female,North Campus,IT,discontinuous,2022,2027,2028,65.93,93,60,School A,4.51,4,77,79,77,96,A
,Male,North Campus,CNET,discontinuous,2015,2020,2021,78.39,85,85,School A,2.12,2.24,53,40,53,61,C
102465,Male,North Campus,CNET,graduate,2019,2025,2024,84.21,96,90,School B,2.87,2.57,43,38,43,62,C
102466,Female,Main Campus,CNET,regular,2021,2027,2027,71.47,95,67,School A,4.79,4,80,99,80,98,A
102467,Male,Main Campus,IT,regular,2022,2026,2025,88.89,,82,School A,4.39,3.93,87,99,87,93,A
,Male,Main Campus,IT,regular,2016,2020,2020,65.42,86,89,School D,4.73,4,98,99,99,92,A
102469,Female,North Campus,CNET,graduate,2016,2021,2019,61.65,93,94,School B,1.39,1.43,56,42,56,36,D
102470,Female,North Campus,IT,graduate,2017,2020,2022,70.25,57,60,School B,3.23,2.96,97,68,97,70,B
102471,Female,West Campus,CS,graduate,2016,2022,2020,62.33,70,56,School B,2.24,2.7,35,35,35,47,C
102472,Male,Main Campus,CNET,discontinuous,2020,2026,2025,92.24,93,50,School C,2.04,2.45,73,35,73,49,C
102473,Female,West Campus,,regular,2021,2024,2024,71.63,71,76,School C,4.43,4,98,99,99,94,A
102474,Female,West Campus,IT,discontinuous,2017,2022,2021,68.51,82,100,School C,2.05,2.08,61,72,61,56,C
102475,Male,West Campus,CS,discontinuous,2015,2021,2020,69.56,66,64,School C,4.76,4,98,99,99,97,A
102476,Female,West Campus,CNET,discontinuous,2018,2023,2024,81.62,71,52,School B,2.6,2.23,36,80,36,59,C
102477,Female,Main Campus,CNET,regular,2022,2026,2027,70.34,92,82,School A,4.14,4,80,70,80,82,A
102478,Female,North Campus,CS,regular,2015,2021,2021,68.03,64,74,,4.06,3.68,98,59,99,77,A
102479,Male,Main Campus,CS,discontinuous,2020,2024,2024,71.68,54,67,School D,3.08,3.37,94,83,94,72,B
102480,Male,West Campus,CS,graduate,2021,2024,2024,99.66,97,56,School A,4.17,3.95,98,65,99,75,A
102481,Male,North Campus,IT,graduate,2021,2025,2024,96.44,79,95,School D,4.15,4,80,85,80,79,A
102482,Male,Main Campus,CNET,regular,2019,2022,2025,86.01,82,98,School C,0.5,0.94,94,,94,74,E
102483,Female,West Campus,IT,discontinuous,2020,2025,2024,77.58,77,76,School A,2.1,1.75,64,75,64,51,C
102484,Male,West Campus,CNET,graduate,2019,2022,2022,99.06,91,84,School B,4.65,4,78,99,78,91,A
102485,Male,West Campus,IT,regular,2021,2027,2027,71.12,54,91,School B,1.73,2.21,35,35,35,36,D
102486,Female,West Campus,CNET,discontinuous,2017,2020,2021,93.42,89,82,School B,4.75,4,83,85,83,96,A
102487,Female,Main Campus,CS,regular,2021,2025,2024,81.94,75,76,School D,1.05,1.41,35,37,35,43,D
102488,Female,North Campus,CNET,discontinuous,2021,2024,2024,76.93,55,56,School C,2.13,2.22,42,35,42,51,C
102489,Male,North Campus,CS,graduate,2019,2025,2022,70.74,79,60,School D,4,3.88,90,89,90,84,A
102490,Male,North Campus,IT,graduate,2020,2026,2024,94.42,70,70,School C,3.37,3.16,75,45,75,74,B
102491,Male,West Campus,CS,discontinuous,2022,2028,2025,97.19,98,100,School D,4.32,4,98,83,99,92,A
102492,Female,North Campus,CNET,graduate,2019,2023,2023,87.42,60,87,School C,2.36,2.62,65,56,65,55,C
102493,Female,West Campus,CS,discontinuous,2018,2024,2022,80.95,54,60,School C,2.53,2.42,80,37,80,52,C
102494,Male,Main Campus,CS,regular,2016,2022,2020,80.33,75,73,School D,4.07,4,61,76,61,89,A
102495,Female,Main Campus,CNET,regular,2019,2025,2023,93.38,85,86,School B,2.28,2.27,60,37,60,63,C
102496,Female,West Campus,CNET,discontinuous,2015,2019,2018,63.2,57,92,,2.44,2.52,37,81,37,58,C
102497,Female,North Campus,CNET,discontinuous,2015,2018,2018,65.64,74,50,School D,2.73,3.1,71,56,71,51,C
102498,Male,North Campus,IT,regular,2017,2022,2022,64.31,57,70,School C,2.86,3.34,56,51,56,52,C
102499,Female,North Campus,CNET,regular,2018,2021,2022,90.54,68,86,School A,3.82,3.73,74,90,74,76,B
102500,,Main Campus,CNET,regular,2015,2019,2019,60.22,54,88,School B,3.83,4,98,67,99,79,B
102501,Male,North Campus,CNET,regular,2015,2019,2020,78.54,77,59,School D,2.85,3.11,35,43,35,51,C
102502,Male,Main Campus,CS,regular,2020,2026,2025,86.56,70,54,,2.36,2.43,50,51,50,48,C
102503,Female,North Campus,CNET,regular,2016,2022,2019,73,93,79,School A,4.06,4,59,65,59,83,A
102504,Female,Main Campus,CNET,graduate,2019,2023,2022,90.9,77,74,School C,2.55,2.25,44,75,44,63,C
102505,Male,Main Campus,CNET,graduate,2016,2021,2022,86.03,76,72,School B,1.29,0.9,56,61,56,38,D
102506,Male,West Campus,IT,discontinuous,2018,2022,2023,95.39,79,80,School A,2.59,2.94,53,52,53,54,C
102507,Female,North Campus,CS,graduate,2017,2021,2020,79.73,75,80,School A,4.03,3.97,71,86,71,81,A
102508,Female,Main Campus,IT,graduate,2021,2024,2027,96.5,99,74,School A,0.5,0.85,43,35,43,,E
102509,Female,North Campus,CS,discontinuous,2016,2022,2021,79.48,80,92,School D,2.09,,88,82,88,61,C
102510,Female,West Campus,IT,discontinuous,2015,2021,2021,64.69,85,92,School D,2.9,2.46,42,70,42,49,C
102511,Male,West Campus,IT,regular,2017,2020,2022,63.35,70,71,School D,2.36,2.74,42,69,42,53,C
102512,Female,West Campus,CNET,discontinuous,2021,2024,2027,68.48,67,54,School D,4.02,3.97,92,91,92,86,A
102513,Female,West Campus,CS,regular,2015,2019,2019,85.05,65,88,School A,2.8,2.81,35,38,35,60,C
102514,Male,West Campus,CS,discontinuous,2015,2020,2018,64.12,72,56,School D,2.38,2.51,57,68,57,60,C
102515,Female,Main Campus,CS,graduate,2022,2025,2026,92.03,98,94,School D,2.7,3.13,73,80,73,60,C
102516,Male,West Campus,IT,graduate,2018,2023,2021,66.5,80,70,School D,4.19,3.71,69,68,69,80,A
102517,Female,West Campus,IT,regular,2020,2023,2024,92.97,90,71,School C,3.88,3.86,98,90,99,83,B
102518,Female,North Campus,IT,discontinuous,2021,2024,2027,88.89,97,90,School D,3.9,4,80,62,80,87,B
102519,Male,North Campus,IT,graduate,2017,2022,2022,62.54,56,96,School C,1.91,2.13,56,58,56,37,D
102520,Male,North Campus,CS,,2017,2021,2023,92.85,58,82,School D,4.38,4,98,99,99,100,A
102521,Female,North Campus,CS,discontinuous,2020,2026,2026,89.2,69,88,School B,3.71,3.34,96,60,96,76,B
102522,Female,West Campus,IT,regular,2021,2025,2024,73.85,90,95,School B,2.82,2.62,54,79,54,53,C
102523,Female,Main Campus,CS,regular,2015,2018,2021,75.13,56,82,School D,2.74,2.6,61,40,61,51,C
102524,Male,West Campus,IT,discontinuous,2017,2021,2023,93.83,54,84,School D,3.58,3.88,72,45,72,67,B
102525,Female,Main Campus,IT,regular,2021,2027,2026,91.05,71,62,School C,3.73,3.51,98,84,99,83,B
102526,Male,Main Campus,IT,graduate,2015,2019,2019,76.69,74,67,School A,4.38,4,98,63,99,90,A
102527,Male,Main Campus,IT,discontinuous,2022,2027,2027,66.54,78,90,School A,4.35,4,98,99,99,97,A
102528,Female,Main Campus,IT,discontinuous,2021,2027,2026,89.85,93,100,School D,1.68,1.19,42,35,42,37,D
102529,Male,Main Campus,CNET,discontinuous,2017,2020,2023,62.9,62,66,School D,4,4,54,57,54,83,A
102530,Female,North Campus,IT,regular,2017,2023,2022,66.46,77,79,School C,3.88,4,73,78,73,89,B
102531,Female,North Campus,CNET,graduate,2020,2024,2023,86.26,60,51,School D,2.05,2.38,63,52,63,60,C
102532,Female,West Campus,CNET,regular,2017,2023,2023,61.78,82,77,School C,4.02,3.81,91,66,91,86,A
102533,Female,West Campus,CS,graduate,2018,2023,2021,76.91,96,79,School B,1.57,1.08,35,47,35,41,D
102534,Female,Main Campus,CS,regular,2017,2021,2023,93,63,75,School D,3.76,4,88,71,88,80,B
102535,Male,Main Campus,IT,regular,2017,2021,2022,90.17,82,61,School D,4.15,4,91,99,91,80,A
102536,,West Campus,IT,discontinuous,2020,2025,2026,94.15,90,60,School C,2.18,2.42,70,35,70,50,C
102537,Female,Main Campus,CNET,regular,2020,2024,2024,95.45,65,91,School D,2.67,2.31,78,56,78,58,C
102538,Female,West Campus,CNET,discontinuous,2019,2025,2023,81.13,61,55,School A,4.74,4,98,99,99,95,A
102539,Male,Main Campus,CNET,discontinuous,2021,2026,2024,66.02,63,69,School A,3.99,4,98,91,99,88,B
102540,Male,North Campus,CS,discontinuous,2016,2021,2020,89.42,71,92,School A,4.42,4,77,78,77,96,A
102541,Male,North Campus,CS,regular,2021,2025,2026,99.83,83,95,School A,1.31,1.58,35,46,35,35,D
102542,Male,North Campus,CNET,regular,2022,2028,2026,79.04,60,51,School B,4.14,4,97,61,97,83,A
102543,Female,West Campus,IT,graduate,2016,2019,2019,62.57,87,85,School D,2.27,2.38,46,70,46,59,C
102544,Female,West Campus,CS,graduate,2022,2026,2027,90.91,62,58,School A,1.75,1.34,53,44,53,44,D
102545,Male,West Campus,IT,discontinuous,2016,2020,2019,85.3,57,87,School B,2.89,2.88,40,35,40,50,C
102546,Female,Main Campus,CNET,discontinuous,2022,2026,2025,76.89,88,57,School B,4.8,4,76,65,76,92,A
102547,Male,Main Campus,CS,regular,2020,2025,2023,65.86,81,83,School C,2.48,2.39,65,51,65,63,C
102548,Female,Main Campus,IT,regular,2019,2024,2024,78.73,60,55,School D,1.83,1.74,44,51,44,40,D
102549,Male,North Campus,CS,regular,2018,2021,2021,87.84,57,95,School B,2.89,2.46,45,49,45,50,C
102550,Female,Main Campus,CNET,regular,2016,,2019,91.12,54,99,School B,2.34,2.19,35,54,35,54,C
102551,Male,West Campus,IT,regular,2015,2019,2018,85.73,67,55,School A,3.83,3.44,82,81,82,77,B
102552,Male,North Campus,CS,regular,2021,2025,2027,80.95,62,96,School A,2.1,2.41,77,86,77,60,C
102553,Female,West Campus,IT,regular,2017,2023,2021,82.13,64,69,School C,3.08,3.53,66,57,66,67,B
102554,Male,North Campus,CS,regular,2020,2025,2024,61.68,95,100,School A,2.77,2.34,52,60,52,60,C
102555,Female,North Campus,CNET,discontinuous,2022,2027,2028,92.21,66,69,School C,3.99,4,90,67,90,79,B
102556,Female,West Campus,IT,discontinuous,2022,2028,2025,89.33,94,88,School C,4.74,4,98,97,99,97,A
102557,Male,Main Campus,CNET,discontinuous,2022,2026,2026,79.2,95,90,School B,4.09,3.89,69,99,69,86,A
102558,Female,West Campus,CS,regular,2016,2021,2019,64.97,69,50,School B,2.61,2.19,43,61,43,60,C
102559,Female,North Campus,IT,discontinuous,2019,2025,2024,84.39,71,61,School D,3.37,3.37,39,39,39,68,B
102560,Female,Main Campus,CS,discontinuous,2020,2026,2024,78.22,73,69,School D,2.04,2.33,72,76,72,48,C
102561,Female,West Campus,CS,regular,2018,2022,2024,93.28,61,96,School B,2.79,3,70,85,70,64,C
